,qid,question,question_seg,Guessed_SO_Pair
2221,2222,通知存款支取,通知存款|支取|,"[('通知存款', '支取'), 1]"
2222,2223,云闪付支持的手机,云|闪付|支持|的|手机|,"[[('手机', '支持'), 0.45454545454545453], [('云', '闪付'), 0.18181818181818182], [('手机', '闪付'), 0.09090909090909091], [('支持', '闪付'), 0.09090909090909091], [('手机', '云'), 0.09090909090909091], [('云', '支持'), 0.09090909090909091]]"
2223,2224,MIPAY支持的手机,MIPAY|支持|的|手机|,"[('手机', '支持'), 1]"
2224,2225,APPLEPAY支持的手机,APPLEPAY|支持|的|手机|,"[('手机', '支持'), 1]"
2225,2226,HUAWEIPAY支持的手机,HUAWEIPAY|支持|的|手机|,"[('手机', '支持'), 1]"
2226,2227,SAMSUNGPAY支持的手机,SAMSUNGPAY|支持|的|手机|,"[('手机', '支持'), 1]"
2227,2228,零存整取的币种,零存整取|的|币种|,"[('币种', '零存整取'), 1]"
2228,2229,零存整取起存金额,零存整取|起存金额|,
2229,2230,专业版操作通知存款转活期,专业版|操作|通知存款|转|活期|,"[[('转', '活期'), 0.5], [('转', '操作'), 0.25], [('活期', '操作'), 0.25]]"
2230,2231,大众版操作通知存款转活期,大众版|操作|通知存款|转|活期|,"[[('转', '活期'), 0.5], [('转', '操作'), 0.25], [('活期', '操作'), 0.25]]"
2231,2232,手机银行操作通知存款转活期,手机银行|操作|通知存款|转|活期|,"[[('转', '活期'), 0.36363636363636365], [('转', '操作'), 0.18181818181818182], [('活期', '操作'), 0.18181818181818182], [('手机银行', '活期'), 0.11363636363636363], [('手机银行', '转'), 0.09090909090909091], [('手机银行', '操作'), 0.06818181818181818]]"
2232,2233,如何开通一闪通云闪付,如何|开通|一闪通|云|闪付|,"[[('云', '闪付'), 0.5], [('一闪通', '闪付'), 0.25], [('一闪通', '云'), 0.25]]"
2233,2234,怎么开通MIPAY,怎么|开通|MIPAY|,
2234,2235,零存整取的存期,零存整取|的|存期|,"[('存期', '零存整取'), 1]"
2235,2236,专业版操作取消通知,专业版|操作|取消|通知|,"[[('专业版', '通知'), 0.4], [('专业版', '操作'), 0.4], [('通知', '操作'), 0.2]]"
2236,2237,办理通知时需遵循哪些规定,办理|通知|时需|遵循|哪些|规定|,"[[('时需', '遵循'), 0.16666666666666666], [('规定', '遵循'), 0.16666666666666666], [('通知', '遵循'), 0.16666666666666666], [('时需', '规定'), 0.16666666666666666], [('时需', '通知'), 0.16666666666666666], [('通知', '规定'), 0.16666666666666666]]"
2237,2238,大众版操作取消通知,大众版|操作|取消|通知|,"[[('取消', '通知'), 0.8], [('大众版', '取消'), 0.1], [('大众版', '通知'), 0.1]]"
2238,2239,手机银行操作取消通知,手机银行|操作|取消|通知|,"[[('通知', '取消'), 0.6153846153846154], [('手机银行', '取消'), 0.23076923076923078], [('手机银行', '通知'), 0.15384615384615385]]"
2239,2240,MIPAY支持卡片,MIPAY|支持|卡片|,"[('卡片', '支持'), 1]"
2240,2241,可开通MIPAY的设备,可|开通|MIPAY|的|设备|,"[('开通', '设备'), 1]"
2241,2242,通知存款取消通知的罚息规则,通知存款|取消|通知|的|罚息|规则|,"[[('通知存款', '取消'), 0.36], [('取消', '通知'), 0.32], [('通知存款', '通知'), 0.32]]"
2242,2243,通知存款转活期(大众版),通知存款|转|活期|大众版|,"[[('转', '活期'), 0.6666666666666666], [('通知存款', '转'), 0.16666666666666666], [('通知存款', '活期'), 0.16666666666666666]]"
2243,2244,通知存款转活期(专业版),通知存款|转|活期|专业版|,"[('转', '活期'), 1]"
2244,2245,通知存款转活期(手机银行),通知存款|转|活期|手机银行|,"[[('转', '活期'), 0.64], [('手机银行', '活期'), 0.2], [('手机银行', '转'), 0.16]]"
2245,2246,怎么预留一卡通手机,怎么|预留|一卡通|手机|,"[[('一卡通', '预留'), 0.6], [('一卡通', '手机'), 0.2], [('手机', '预留'), 0.2]]"
2246,2247,手机银行怎么办理一卡通见证,手机银行|怎么|办理|一卡通|见证|,"[[('一卡通', '见证'), 0.3333333333333333], [('办理', '一卡通'), 0.3333333333333333], [('办理', '见证'), 0.3333333333333333]]"
2247,2248,通知存款取消(柜台),通知存款|取消|柜台|,"[[('通知存款', '取消'), 0.8181818181818182], [('柜台', '取消'), 0.09090909090909091], [('柜台', '通知存款'), 0.09090909090909091]]"
2248,2249,通知存款取消（电话银行）,通知存款|取消|电话银行|,"[('通知存款', '取消'), 1]"
2249,2250,通知存款取消通知（大众版）,通知存款|取消|通知|大众版|,"[[('通知存款', '取消'), 0.36], [('取消', '通知'), 0.32], [('通知存款', '通知'), 0.32]]"
2250,2251,通知存款取消通知（专业版）,通知存款|取消|通知|专业版|,"[[('通知存款', '取消'), 0.36], [('取消', '通知'), 0.32], [('通知存款', '通知'), 0.32]]"
2251,2252,通知存款取消通知（手机银行）,通知存款|取消|通知|手机银行|,"[[('通知存款', '取消'), 0.36], [('取消', '通知'), 0.32], [('通知存款', '通知'), 0.32]]"
2252,2253,信用卡额度怎么查询,信用卡|额度|怎么|查询|,"[[('信用卡', '查询'), 0.6890756302521008], [('信用卡', '额度'), 0.25210084033613445], [('额度', '查询'), 0.058823529411764705]]"
2253,2254,信用卡的每日刷卡限额,信用卡|的|每日|刷卡|限额|,"[[('信用卡', '限额'), 0.5454545454545454], [('限额', '刷卡'), 0.3181818181818182], [('信用卡', '刷卡'), 0.13636363636363635]]"
2254,2255,信用卡额度申请失败的原因,信用卡|额度|申请|失败|的|原因|,"[[('信用卡', '额度'), 0.4918032786885246], [('信用卡', '申请'), 0.18032786885245902], [('原因', '失败'), 0.09836065573770492], [('信用卡', '原因'), 0.06557377049180328], [('信用卡', '失败'), 0.04918032786885246], [('额度', '原因'), 0.03278688524590164], [('额度', '申请'), 0.03278688524590164], [('申请', '失败'), 0.01639344262295082], [('额度', '失败'), 0.01639344262295082], [('原因', '申请'), 0.01639344262295082]]"
2255,2256,限制信用卡额度,限制|信用卡|额度|,"[[('信用卡', '额度'), 0.9375], [('信用卡', '限制'), 0.03125], [('额度', '限制'), 0.03125]]"
2256,2257,申请提高信用卡固定额度,申请|提高|信用卡|固定额度|,"[[('信用卡', '申请'), 0.4230769230769231], [('申请', '提高'), 0.23076923076923078], [('信用卡', '提高'), 0.11538461538461539], [('固定额度', '提高'), 0.11538461538461539], [('固定额度', '申请'), 0.07692307692307693], [('信用卡', '固定额度'), 0.038461538461538464]]"
2257,2258,申请提高信用卡临时额度,申请|提高|信用卡|临时额度|,"[[('信用卡', '申请'), 0.4782608695652174], [('申请', '提高'), 0.2608695652173913], [('信用卡', '提高'), 0.13043478260869565], [('信用卡', '临时额度'), 0.043478260869565216], [('临时额度', '提高'), 0.043478260869565216], [('临时额度', '申请'), 0.043478260869565216]]"
2258,2259,临时额度介绍,临时额度|介绍|,"[('临时额度', '介绍'), 1]"
2259,2260,商务卡临时额度介绍,商务卡|临时额度|介绍|,"[('商务卡', '介绍'), 1]"
2260,2261,招商银行“私人至尊”—招银进宝系列之人民币日日盈理财计划（产品代码：9449）,招商银行|私人|至尊|—|招银|进宝|系列|之|人民币|日日盈|理财计划|产品代码|9449|,"[[('理财计划', '产品代码'), 0.05], [('系列', '产品代码'), 0.05], [('理财计划', '系列'), 0.05], [('日日盈', '进宝'), 0.0375], [('人民币', '日日盈'), 0.0375], [('日日盈', '产品代码'), 0.0375], [('日日盈', '理财计划'), 0.0375], [('日日盈', '系列'), 0.0375], [('日日盈', '招银'), 0.0375], [('人民币', '进宝'), 0.0375], [('进宝', '产品代码'), 0.0375], [('进宝', '理财计划'), 0.0375], [('进宝', '系列'), 0.0375], [('进宝', '招银'), 0.0375], [('人民币', '产品代码'), 0.0375], [('人民币', '理财计划'), 0.0375], [('人民币', '系列'), 0.0375], [('人民币', '招银'), 0.0375], [('产品代码', '招银'), 0.0375], [('理财计划', '招银'), 0.0375], [('系列', '招银'), 0.0375], [('日日盈', '至尊'), 0.025], [('进宝', '至尊'), 0.025], [('人民币', '至尊'), 0.025], [('产品代码', '至尊'), 0.025], [('理财计划', '至尊'), 0.025], [('系列', '至尊'), 0.025], [('招银', '至尊'), 0.025]]"
2261,2262,固定额度介绍,固定额度|介绍|,"[('固定额度', '介绍'), 1]"
2262,2263,商务卡办理条件,商务卡|办理|条件|,"[('办理', '商务卡'), 1]"
2263,2264,大额赎回是什么意思,大额赎回|是|什么|意思|,"[('大额赎回', '意思'), 1]"
2264,2265,日日金、日日盈、朝招金理财产品赎回其他规定,日日金|日日盈|朝招金|理财产品|赎回|其他|规定|,"[[('理财产品', '赎回'), 0.4090909090909091], [('日日盈', '朝招金'), 0.13636363636363635], [('理财产品', '日日盈'), 0.09090909090909091], [('理财产品', '朝招金'), 0.09090909090909091], [('日日盈', '日日金'), 0.045454545454545456], [('日日盈', '赎回'), 0.045454545454545456], [('理财产品', '日日金'), 0.045454545454545456], [('日日金', '朝招金'), 0.045454545454545456], [('日日金', '赎回'), 0.045454545454545456], [('赎回', '朝招金'), 0.045454545454545456]]"
2265,2266,商务卡介绍,商务卡|介绍|,"[('商务卡', '介绍'), 1]"
2266,2267,发生大额赎回后如何处理,发生|大额赎回|后|如何处理|,"[[('大额赎回', '如何处理'), 0.3333333333333333], [('如何处理', '发生'), 0.3333333333333333], [('大额赎回', '发生'), 0.3333333333333333]]"
2267,2268,受托理财产品/基金，证券保证金购买和活期账户购买区别,受托|理财产品|基金|证券保证金|购买|和|活期账户|购买|区别|,"[[('理财产品', '购买'), 0.5714285714285714], [('基金', '购买'), 0.2], [('理财产品', '证券保证金'), 0.02857142857142857], [('证券保证金', '购买'), 0.02857142857142857], [('证券保证金', '活期账户'), 0.02857142857142857], [('基金', '证券保证金'), 0.02857142857142857], [('理财产品', '活期账户'), 0.02857142857142857], [('基金', '理财产品'), 0.02857142857142857], [('购买', '活期账户'), 0.02857142857142857], [('基金', '活期账户'), 0.02857142857142857]]"
2268,2269,为什么会发生大额赎回,为什么|会发生|大额赎回|,"[('大额赎回', '会发生'), 1]"
2269,2270,查询是否开通了第三方存管,查询|是否|开通|了|第三方存管|,"[[('查询', '是否'), 0.6666666666666666], [('开通', '是否'), 0.2], [('查询', '开通'), 0.13333333333333333]]"
2270,2271,证券保证金账户的定义,证券|保证金账户|的|定义|,"[('证券', '保证金账户'), 1]"
2271,2272,开卡时间查询,开卡|时间|查询|,"[('时间', '查询'), 1]"
2272,2273,咨询其他业务,咨询|其他|业务|,"[('业务', '咨询'), 1]"
2273,2274,防范比特币风险的通知,防范|比特币|风险|的|通知|,"[[('风险', '防范'), 0.16666666666666666], [('风险', '通知'), 0.16666666666666666], [('风险', '比特币'), 0.16666666666666666], [('通知', '防范'), 0.16666666666666666], [('比特币', '防范'), 0.16666666666666666], [('比特币', '通知'), 0.16666666666666666]]"
2274,2275,征信中心客服电话,征信|中心|客服电话|,"[[('中心', '征信'), 0.3333333333333333], [('客服电话', '征信'), 0.3333333333333333], [('中心', '客服电话'), 0.3333333333333333]]"
2275,2276,咨询公司业务,咨询公司|业务|,"[('咨询公司', '业务'), 1]"
2276,2277,什么是信用卡交易密码,什么|是|信用卡|交易密码|,
2277,2278,开通预借现金功能,开通|预借现金|功能|,"[('功能', '开通'), 1]"
2278,2279,交易密码的修改,交易密码|的|修改|,"[('交易密码', '修改'), 1]"
2279,2280,信用卡刷卡验证密码功能,信用卡|刷卡|验证|密码|功能|,"[[('信用卡', '功能'), 0.42105263157894735], [('信用卡', '密码'), 0.2631578947368421], [('信用卡', '刷卡'), 0.15789473684210525], [('功能', '刷卡'), 0.05263157894736842], [('刷卡', '密码'), 0.05263157894736842], [('功能', '密码'), 0.05263157894736842]]"
2280,2281,什么信用卡是查询密码,什么|信用卡|是|查询密码|,"[('信用卡', '查询密码'), 1]"
2281,2282,忘记信用卡查询密码后重设,忘记|信用卡|查询密码|后|重设|,"[[('信用卡', '查询密码'), 0.8], [('信用卡', '忘记'), 0.1], [('查询密码', '忘记'), 0.1]]"
2282,2283,忘记查询密码后重设,忘记|查询密码|后|重设|,"[[('查询密码', '重设'), 0.5], [('查询密码', '忘记'), 0.25], [('忘记', '重设'), 0.25]]"
2283,2284,信用卡查询密码的修改,信用卡|查询密码|的|修改|,"[[('信用卡', '修改'), 0.64], [('查询密码', '修改'), 0.2], [('信用卡', '查询密码'), 0.16]]"
2284,2285,修改一卡通支付密码,修改|一卡通|支付密码|,"[[('一卡通', '修改'), 0.8], [('一卡通', '支付密码'), 0.13333333333333333], [('支付密码', '修改'), 0.06666666666666667]]"
2285,2286,修改信用卡交易密码,修改|信用卡|交易密码|,"[[('信用卡', '修改'), 0.8], [('信用卡', '交易密码'), 0.125], [('交易密码', '修改'), 0.075]]"
2286,2287,修改信用卡查询密码,修改|信用卡|查询密码|,"[('信用卡', '修改'), 1]"
2287,2288,避免设置弱密码,避免|设置|弱|密码|,"[[('密码', '设置'), 0.2857142857142857], [('避免', '设置'), 0.14285714285714285], [('密码', '避免'), 0.14285714285714285], [('避免', '弱'), 0.14285714285714285], [('设置', '弱'), 0.14285714285714285], [('密码', '弱'), 0.14285714285714285]]"
2288,2289,大众版修改取款密码,大众版|修改|取款|密码|,"[[('密码', '取款'), 0.5454545454545454], [('密码', '修改'), 0.22727272727272727], [('修改', '取款'), 0.22727272727272727]]"
2289,2290,专业版修改取款密码,专业版|修改|取款|密码|,"[[('密码', '取款'), 0.375], [('专业版', '修改'), 0.1875], [('密码', '修改'), 0.15625], [('修改', '取款'), 0.15625], [('专业版', '密码'), 0.0625], [('专业版', '取款'), 0.0625]]"
2290,2291,电话银行修改取款密码,电话银行|修改|取款|密码|,"[[('密码', '取款'), 0.5454545454545454], [('密码', '修改'), 0.22727272727272727], [('修改', '取款'), 0.22727272727272727]]"
2291,2292,手机银行修改取款密码,手机银行|修改|取款|密码|,"[[('密码', '取款'), 0.4444444444444444], [('密码', '修改'), 0.18518518518518517], [('修改', '取款'), 0.18518518518518517], [('手机银行', '修改'), 0.1111111111111111], [('手机银行', '密码'), 0.037037037037037035], [('手机银行', '取款'), 0.037037037037037035]]"
2292,2293,忘记信用卡交易密码,忘记|信用卡|交易密码|,"[[('信用卡', '交易密码'), 0.625], [('交易密码', '忘记'), 0.25], [('信用卡', '忘记'), 0.125]]"
2293,2294,一卡通取款密码忘记,一卡通|取款|密码|忘记|,"[[('密码', '取款'), 0.48], [('一卡通', '取款'), 0.24], [('密码', '忘记'), 0.12], [('一卡通', '密码'), 0.08], [('一卡通', '忘记'), 0.04], [('取款', '忘记'), 0.04]]"
2294,2295,遗忘专业版移动证书密码,遗忘|专业版|移动|证书|密码|,"[[('密码', '证书'), 0.3], [('证书', '移动'), 0.2], [('专业版', '密码'), 0.2], [('密码', '移动'), 0.1], [('专业版', '移动'), 0.1], [('专业版', '证书'), 0.1]]"
2295,2296,信用卡附属卡密码重设,信用卡|附属卡|密码|重设|,"[('信用卡', '密码'), 1]"
2296,2297,信用卡附属卡密码设置要求,信用卡|附属卡|密码|设置|要求|,"[[('信用卡', '密码'), 0.5], [('信用卡', '设置'), 0.3], [('密码', '设置'), 0.2]]"
2297,2298,大众版一网通用户密码遗忘,大众版|一网通|用户密码|遗忘|,"[[('用户密码', '一网通'), 0.5], [('一网通', '遗忘'), 0.25], [('用户密码', '遗忘'), 0.25]]"
2298,2299,取款密码(POS刷卡或者取现等使用),取款|密码|POS|刷卡|或者|取现|等|使用|,"[[('刷卡', 'POS'), 0.7368421052631579], [('刷卡', '密码'), 0.05263157894736842], [('刷卡', '取现'), 0.05263157894736842], [('密码', 'POS'), 0.05263157894736842], [('密码', '取现'), 0.05263157894736842], [('POS', '取现'), 0.05263157894736842]]"
2299,2300,支付密码(网上卡号支付密码支付时使用),支付密码|网上|卡号|支付密码|支付|时|使用|,"[[('卡号', '支付'), 0.3888888888888889], [('时', '支付'), 0.16666666666666666], [('卡号', '时'), 0.05555555555555555], [('时', '网上'), 0.05555555555555555], [('时', '支付密码'), 0.05555555555555555], [('卡号', '网上'), 0.05555555555555555], [('卡号', '支付密码'), 0.05555555555555555], [('支付', '网上'), 0.05555555555555555], [('支付密码', '网上'), 0.05555555555555555], [('支付密码', '支付'), 0.05555555555555555]]"
2300,2301,查询密码(登陆大众版或者手机银行等使用),查询密码|登陆|大众版|或者|手机银行|等|使用|,"[[('手机银行', '查询密码'), 0.5], [('查询密码', '登陆'), 0.25], [('手机银行', '登陆'), 0.25]]"
2301,2302,一网通用户登录密码忘记,一网通|用户|登录密码|忘记|,"[[('一网通', '忘记'), 0.5], [('登录密码', '一网通'), 0.25], [('登录密码', '忘记'), 0.25]]"
2302,2303,手机银行重置一网通用户密码,手机银行|重置|一网通|用户密码|,"[('用户密码', '一网通'), 1]"
2303,2304,信用卡账单分期,信用卡|账单分期|,"[('信用卡', '账单分期'), 1]"
2304,2305,一卡通支付密码遗忘,一卡通|支付密码|遗忘|,"[[('一卡通', '支付密码'), 0.5], [('一卡通', '遗忘'), 0.25], [('支付密码', '遗忘'), 0.25]]"
2305,2306,基金理财账户密码,基金|理财|账户密码|,"[[('账户密码', '理财'), 0.7142857142857143], [('基金', '理财'), 0.14285714285714285], [('基金', '账户密码'), 0.14285714285714285]]"
2306,2307,一卡通查询密码的修改渠道,一卡通|查询密码|的|修改|渠道|,"[[('一卡通', '修改'), 0.46153846153846156], [('查询密码', '修改'), 0.38461538461538464], [('一卡通', '查询密码'), 0.15384615384615385]]"
2307,2308,一卡通查询密码修改（大众版）,一卡通|查询密码|修改|大众版|,"[[('一卡通', '修改'), 0.46153846153846156], [('查询密码', '修改'), 0.38461538461538464], [('一卡通', '查询密码'), 0.15384615384615385]]"
2308,2309,一卡通查询密码修改（专业版）,一卡通|查询密码|修改|专业版|,"[[('一卡通', '修改'), 0.3157894736842105], [('查询密码', '修改'), 0.2631578947368421], [('专业版', '修改'), 0.15789473684210525], [('专业版', '一卡通'), 0.13157894736842105], [('一卡通', '查询密码'), 0.10526315789473684], [('专业版', '查询密码'), 0.02631578947368421]]"
2309,2310,一卡通查询密码修改（手机银行/含IPAD银行）,一卡通|查询密码|修改|手机银行|含|IPAD|银行|,"[[('一卡通', '修改'), 0.36363636363636365], [('查询密码', '修改'), 0.30303030303030304], [('一卡通', '查询密码'), 0.12121212121212122], [('手机银行', '修改'), 0.09090909090909091], [('手机银行', '查询密码'), 0.06060606060606061], [('手机银行', '一卡通'), 0.06060606060606061]]"
2310,2311,同一名下多张一卡通能否设置不同的手机号接收短信通知,同|一名|下|多张|一卡通|能否|设置|不同|的|手机号|接收|短信通知|,"[[('能否', '不同'), 0.16666666666666666], [('手机号', '不同'), 0.16666666666666666], [('短信通知', '不同'), 0.16666666666666666], [('能否', '手机号'), 0.16666666666666666], [('能否', '短信通知'), 0.16666666666666666], [('短信通知', '手机号'), 0.16666666666666666]]"
2311,2312,【信用卡绑定号码】主要用于接收信用卡相关消费短信通知,信用卡|绑定|号码|主要用于|接收|信用卡|相关|消费|短信通知|,"[[('信用卡', '绑定'), 0.2857142857142857], [('信用卡', '消费'), 0.14285714285714285], [('信用卡', '短信通知'), 0.14285714285714285], [('短信通知', '消费'), 0.14285714285714285], [('消费', '绑定'), 0.14285714285714285], [('短信通知', '绑定'), 0.14285714285714285]]"
2312,2313,【一卡通绑定号码】主要用于资金出入账通知，大众版/手机银行支付及转账接收验证码,一卡通|绑定|号码|主要用于|资金|出|入账|通知|大众版|手机银行|支付|及|转账|接收|验证码|,"[[('验证码', '绑定'), 0.5], [('手机银行', '绑定'), 0.25], [('手机银行', '验证码'), 0.25]]"
2313,2314,【专业版绑定号码】用于专业版支付/转账验证码获取、证书恢复/复制/到期等短信通知,专业版|绑定|号码|用于|专业版|支付|转账|验证码|获取|证书|恢复|复制|到期|等|短信通知|,"[[('专业版', '转账'), 0.46153846153846156], [('验证码', '转账'), 0.15384615384615385], [('验证码', '绑定'), 0.15384615384615385], [('转账', '绑定'), 0.07692307692307693], [('专业版', '绑定'), 0.07692307692307693], [('专业版', '验证码'), 0.07692307692307693]]"
2314,2315,一卡通短信通知服务开通,一卡通|短信通知|服务|开通|,"[[('一卡通', '开通'), 0.3157894736842105], [('短信通知', '服务'), 0.21052631578947367], [('一卡通', '短信通知'), 0.15789473684210525], [('短信通知', '开通'), 0.15789473684210525], [('一卡通', '服务'), 0.10526315789473684], [('开通', '服务'), 0.05263157894736842]]"
2315,2316,专业版预留号码的作用及修改方式,专业版|预留|号码|的|作用|及|修改方式|,"[[('专业版', '修改方式'), 0.5], [('修改方式', '预留'), 0.25], [('专业版', '预留'), 0.25]]"
2316,2317,一卡通短信通知服务的手机号预留/修改（M2）,一卡通|短信通知|服务|的|手机号|预留|修改|M2|,"[[('一卡通', '修改'), 0.5], [('修改', '预留'), 0.16666666666666666], [('一卡通', '预留'), 0.125], [('手机号', '预留'), 0.08333333333333333], [('手机号', '修改'), 0.08333333333333333], [('一卡通', '手机号'), 0.041666666666666664]]"
2317,2318,境外客户如何获取验证码,境外|客户|如何|获取|验证码|,
2318,2319,短信通知服务资费,短信通知|服务|资费|,"[('短信通知', '服务'), 1]"
2319,2320,开通手机APP免费动账通知,开通|手机|APP|免费|动账|通知|,"[[('开通', '通知'), 0.46153846153846156], [('动账', '通知'), 0.15384615384615385], [('动账', '开通'), 0.15384615384615385], [('通知', '免费'), 0.07692307692307693], [('动账', '免费'), 0.07692307692307693], [('开通', '免费'), 0.07692307692307693]]"
2320,2321,开通一卡通账务通知(大众版),开通|一卡通|账务|通知|大众版|,"[[('账务', '通知'), 0.21951219512195122], [('一卡通', '账务'), 0.1951219512195122], [('一卡通', '通知'), 0.1951219512195122], [('一卡通', '开通'), 0.14634146341463414], [('开通', '通知'), 0.14634146341463414], [('账务', '开通'), 0.0975609756097561]]"
2321,2322,开通一卡通账务通知(专业版),开通|一卡通|账务|通知|专业版|,"[[('账务', '通知'), 0.17647058823529413], [('一卡通', '账务'), 0.1568627450980392], [('一卡通', '通知'), 0.1568627450980392], [('开通', '通知'), 0.11764705882352941], [('一卡通', '开通'), 0.11764705882352941], [('专业版', '一卡通'), 0.09803921568627451], [('账务', '开通'), 0.0784313725490196], [('专业版', '通知'), 0.0392156862745098], [('专业版', '开通'), 0.0392156862745098], [('专业版', '账务'), 0.0196078431372549]]"
2322,2323,开通一卡通账务通知(手机银行),开通|一卡通|账务|通知|手机银行|,"[[('账务', '通知'), 0.21951219512195122], [('一卡通', '账务'), 0.1951219512195122], [('一卡通', '通知'), 0.1951219512195122], [('一卡通', '开通'), 0.14634146341463414], [('开通', '通知'), 0.14634146341463414], [('账务', '开通'), 0.0975609756097561]]"
2323,2324,开通一卡通账务通知(95555自动语音),开通|一卡通|账务|通知|95555|自动|语音|,"[[('账务', '通知'), 0.21951219512195122], [('一卡通', '账务'), 0.1951219512195122], [('一卡通', '通知'), 0.1951219512195122], [('一卡通', '开通'), 0.14634146341463414], [('开通', '通知'), 0.14634146341463414], [('账务', '开通'), 0.0975609756097561]]"
2324,2325,M1个人专业版手机,M1|个人|专业版|手机|,"[[('手机', 'M1'), 0.3333333333333333], [('专业版', '手机'), 0.3333333333333333], [('专业版', 'M1'), 0.3333333333333333]]"
2325,2326,个人银行专业版功能介绍,个人银行|专业版|功能|介绍|,"[[('功能', '介绍'), 0.5], [('专业版', '介绍'), 0.3333333333333333], [('专业版', '功能'), 0.16666666666666666]]"
2326,2327,网上银行专业版用户密码修改,网上银行|专业版|用户密码|修改|,"[[('专业版', '修改'), 0.375], [('专业版', '网上银行'), 0.1875], [('网上银行', '修改'), 0.1875], [('专业版', '用户密码'), 0.125], [('网上银行', '用户密码'), 0.0625], [('用户密码', '修改'), 0.0625]]"
2327,2328,开通一卡通短信通知,开通|一卡通|短信通知|,"[[('一卡通', '开通'), 0.5], [('一卡通', '短信通知'), 0.25], [('短信通知', '开通'), 0.25]]"
2328,2329,取消一卡通账务变动通知,取消|一卡通|账务|变动|通知|,"[[('账务', '通知'), 0.17307692307692307], [('取消', '通知'), 0.15384615384615385], [('一卡通', '账务'), 0.15384615384615385], [('一卡通', '通知'), 0.15384615384615385], [('账务', '变动'), 0.09615384615384616], [('通知', '变动'), 0.09615384615384616], [('一卡通', '变动'), 0.07692307692307693], [('取消', '变动'), 0.038461538461538464], [('账务', '取消'), 0.038461538461538464], [('一卡通', '取消'), 0.019230769230769232]]"
2329,2330,手机银行推送消息范围,手机银行|推送|消息|范围|,"[[('手机银行', '消息'), 0.3333333333333333], [('手机银行', '推送'), 0.3333333333333333], [('消息', '推送'), 0.3333333333333333]]"
2330,2331,一卡通手机号码预留或修改,一卡通|手机号码|预留|或|修改|,"[[('一卡通', '修改'), 0.35294117647058826], [('手机号码', '修改'), 0.23529411764705882], [('手机号码', '预留'), 0.17647058823529413], [('修改', '预留'), 0.11764705882352941], [('一卡通', '预留'), 0.08823529411764706], [('一卡通', '手机号码'), 0.029411764705882353]]"
2331,2332,M2个人标准手机,M2|个人|标准|手机|,"[('手机', 'M2'), 1]"
2332,2333,网上银行大众版和专业版的区别,网上银行|大众版|和|专业版|的|区别|,"[[('专业版', '网上银行'), 0.375], [('大众版', '区别'), 0.125], [('专业版', '区别'), 0.125], [('网上银行', '区别'), 0.125], [('专业版', '大众版'), 0.125], [('网上银行', '大众版'), 0.125]]"
2333,2334,忘记专业版用户密码,忘记|专业版|用户密码|,"[[('专业版', '用户密码'), 0.5], [('用户密码', '忘记'), 0.25], [('专业版', '忘记'), 0.25]]"
2334,2335,取消一卡通账务变动通知(手机银行),取消|一卡通|账务|变动|通知|手机银行|,"[[('账务', '通知'), 0.23076923076923078], [('一卡通', '账务'), 0.20512820512820512], [('一卡通', '通知'), 0.20512820512820512], [('账务', '变动'), 0.1282051282051282], [('通知', '变动'), 0.1282051282051282], [('一卡通', '变动'), 0.10256410256410256]]"
2335,2336,取消一卡通账务变动通知(电话银行),取消|一卡通|账务|变动|通知|电话银行|,"[[('账务', '通知'), 0.2903225806451613], [('取消', '通知'), 0.25806451612903225], [('账务', '变动'), 0.16129032258064516], [('通知', '变动'), 0.16129032258064516], [('取消', '变动'), 0.06451612903225806], [('账务', '取消'), 0.06451612903225806]]"
2336,2337,怎么开通手机银行动账通知,怎么|开通|手机银行|动账|通知|,"[[('开通', '通知'), 0.375], [('手机银行', '开通'), 0.1875], [('手机银行', '通知'), 0.125], [('动账', '通知'), 0.125], [('动账', '开通'), 0.125], [('手机银行', '动账'), 0.0625]]"
2337,2338,一代和二代UKEY的区别,一代|和|二代|UKEY|的|区别|,"[('UKEY', '区别'), 1]"
2338,2339,UKEY的优惠活动,UKEY|的|优惠活动|,
2339,2340,大众版及手机银行登录权限设置,大众版|及|手机银行|登录|权限|设置|,"[[('权限', '登录'), 0.3333333333333333], [('大众版', '权限'), 0.3333333333333333], [('大众版', '登录'), 0.3333333333333333]]"
2340,2341,二代UKEY对于专业版版本的要求,二代|UKEY|对于|专业版|版本|的|要求|,"[('专业版', '版本'), 1]"
2341,2342,取消一卡通账务变动通知(大众版),取消|一卡通|账务|变动|通知|大众版|,"[[('账务', '通知'), 0.23076923076923078], [('一卡通', '账务'), 0.20512820512820512], [('一卡通', '通知'), 0.20512820512820512], [('账务', '变动'), 0.1282051282051282], [('通知', '变动'), 0.1282051282051282], [('一卡通', '变动'), 0.10256410256410256]]"
2342,2343,取消一卡通账务变动通知(专业版),取消|一卡通|账务|变动|通知|专业版|,"[[('账务', '通知'), 0.23076923076923078], [('一卡通', '账务'), 0.20512820512820512], [('一卡通', '通知'), 0.20512820512820512], [('账务', '变动'), 0.1282051282051282], [('通知', '变动'), 0.1282051282051282], [('一卡通', '变动'), 0.10256410256410256]]"
2343,2344,香港专业版下载地址,香港|专业版|下载|地址|,"[[('专业版', '下载'), 0.4], [('香港', '下载'), 0.4], [('专业版', '香港'), 0.2]]"
